"Plot Title: IAH-5/20/21"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20895964, SEN S/N: 20895964)","Intensity, lum/ft² (LGR S/N: 20895964, SEN S/N: 20895964)","Coupler Attached (LGR S/N: 20895964)","Host Connected (LGR S/N: 20895964)","Stopped (LGR S/N: 20895964)","End Of File (LGR S/N: 20895964)"
2778,06/18/21 10:15:00 AM,11.334,304.0,,,,
2779,06/18/21 10:30:00 AM,11.334,400.0,,,,
2780,06/18/21 10:45:00 AM,11.334,480.0,,,,
2781,06/18/21 11:00:00 AM,11.334,480.0,,,,
2782,06/18/21 11:15:00 AM,11.334,608.0,,,,
2783,06/18/21 11:30:00 AM,11.334,608.0,,,,
2784,06/18/21 11:45:00 AM,11.334,672.0,,,,
2785,06/18/21 12:00:00 PM,11.431,1024.0,,,,
2786,06/18/21 12:15:00 PM,11.431,768.0,,,,
2787,06/18/21 12:30:00 PM,11.431,1152.0,,,,
2788,06/18/21 12:45:00 PM,11.334,1152.0,,,,
2789,06/18/21 01:00:00 PM,11.236,992.0,,,,
2790,06/18/21 01:15:00 PM,11.236,1024.0,,,,
2791,06/18/21 01:30:00 PM,11.236,992.0,,,,
2792,06/18/21 01:45:00 PM,11.236,896.0,,,,
2793,06/18/21 02:00:00 PM,11.236,800.0,,,,
2794,06/18/21 02:15:00 PM,11.236,896.0,,,,
2795,06/18/21 02:30:00 PM,11.431,800.0,,,,
2796,06/18/21 02:45:00 PM,11.625,704.0,,,,
2797,06/18/21 03:00:00 PM,11.722,608.0,,,,
2798,06/18/21 03:15:00 PM,11.722,576.0,,,,
2799,06/18/21 03:30:00 PM,11.625,512.0,,,,
2800,06/18/21 03:45:00 PM,11.528,480.0,,,,
2801,06/18/21 04:00:00 PM,11.431,448.0,,,,
2802,06/18/21 04:15:00 PM,11.431,352.0,,,,
2803,06/18/21 04:30:00 PM,11.431,336.0,,,,
2804,06/18/21 04:45:00 PM,11.236,288.0,,,,
2805,06/18/21 05:00:00 PM,11.041,232.0,,,,
2806,06/18/21 05:15:00 PM,11.139,224.0,,,,
2807,06/18/21 05:30:00 PM,11.236,184.0,,,,
2808,06/18/21 05:45:00 PM,11.139,160.0,,,,
2809,06/18/21 06:00:00 PM,11.041,128.0,,,,
2810,06/18/21 06:15:00 PM,11.041,108.0,,,,
2811,06/18/21 06:30:00 PM,10.846,64.0,,,,
2812,06/18/21 06:45:00 PM,10.944,65.0,,,,
2813,06/18/21 07:00:00 PM,10.944,48.0,,,,
2814,06/18/21 07:15:00 PM,11.041,22.0,,,,
2815,06/18/21 07:30:00 PM,11.041,21.0,,,,
2816,06/18/21 07:45:00 PM,10.944,13.0,,,,
2817,06/18/21 08:00:00 PM,10.944,6.0,,,,
2818,06/18/21 08:15:00 PM,10.846,1.0,,,,
2819,06/18/21 08:30:00 PM,10.846,0.0,,,,
2820,06/18/21 08:45:00 PM,10.651,0.0,,,,
2821,06/18/21 09:00:00 PM,10.553,0.0,,,,
2822,06/18/21 09:15:00 PM,10.553,0.0,,,,
2823,06/18/21 09:30:00 PM,10.846,0.0,,,,
2824,06/18/21 09:45:00 PM,10.846,0.0,,,,
2825,06/18/21 10:00:00 PM,11.041,0.0,,,,
2826,06/18/21 10:15:00 PM,11.139,0.0,,,,
2827,06/18/21 10:30:00 PM,11.236,0.0,,,,
2828,06/18/21 10:45:00 PM,11.236,0.0,,,,
2829,06/18/21 11:00:00 PM,11.236,0.0,,,,
2830,06/18/21 11:15:00 PM,11.236,0.0,,,,
2831,06/18/21 11:30:00 PM,11.236,0.0,,,,
2832,06/18/21 11:45:00 PM,11.236,0.0,,,,
2833,06/19/21 12:00:00 AM,11.236,0.0,,,,
2834,06/19/21 12:15:00 AM,11.236,0.0,,,,
2835,06/19/21 12:30:00 AM,11.139,0.0,,,,
2836,06/19/21 12:45:00 AM,11.139,0.0,,,,
2837,06/19/21 01:00:00 AM,11.139,0.0,,,,
2838,06/19/21 01:15:00 AM,11.139,0.0,,,,
2839,06/19/21 01:30:00 AM,11.139,0.0,,,,
2840,06/19/21 01:45:00 AM,11.236,0.0,,,,
2841,06/19/21 02:00:00 AM,11.334,0.0,,,,
2842,06/19/21 02:15:00 AM,11.334,0.0,,,,
2843,06/19/21 02:30:00 AM,11.334,0.0,,,,
2844,06/19/21 02:45:00 AM,11.334,0.0,,,,
2845,06/19/21 03:00:00 AM,11.334,0.0,,,,
2846,06/19/21 03:15:00 AM,11.334,0.0,,,,
2847,06/19/21 03:30:00 AM,11.236,0.0,,,,
2848,06/19/21 03:45:00 AM,11.236,0.0,,,,
2849,06/19/21 04:00:00 AM,11.139,0.0,,,,
2850,06/19/21 04:15:00 AM,11.041,0.0,,,,
2851,06/19/21 04:30:00 AM,11.041,0.0,,,,
2852,06/19/21 04:45:00 AM,10.846,0.0,,,,
2853,06/19/21 05:00:00 AM,10.748,0.0,,,,
2854,06/19/21 05:15:00 AM,10.748,2.0,,,,
2855,06/19/21 05:30:00 AM,10.651,4.0,,,,
2856,06/19/21 05:45:00 AM,10.748,16.0,,,,
2857,06/19/21 06:00:00 AM,10.748,23.0,,,,
2858,06/19/21 06:15:00 AM,10.748,20.0,,,,
2859,06/19/21 06:30:00 AM,10.748,11.0,,,,
2860,06/19/21 06:45:00 AM,10.846,25.0,,,,
2861,06/19/21 07:00:00 AM,10.846,44.0,,,,
2862,06/19/21 07:15:00 AM,10.846,50.0,,,,
2863,06/19/21 07:30:00 AM,10.651,61.0,,,,
2864,06/19/21 07:45:00 AM,10.553,57.0,,,,
2865,06/19/21 08:00:00 AM,10.651,87.0,,,,
2866,06/19/21 08:15:00 AM,10.651,86.0,,,,
2867,06/19/21 08:30:00 AM,10.651,53.0,,,,
2868,06/19/21 08:45:00 AM,10.651,54.0,,,,
2869,06/19/21 09:00:00 AM,10.748,44.0,,,,
2870,06/19/21 09:15:00 AM,10.651,73.0,,,,
2871,06/19/21 09:30:00 AM,10.553,125.0,,,,
2872,06/19/21 09:45:00 AM,10.455,70.0,,,,
2873,06/19/21 10:00:00 AM,10.553,118.0,,,,
2874,06/19/21 10:15:00 AM,10.651,76.0,,,,
2875,06/19/21 10:30:00 AM,10.651,117.0,,,,
2876,06/19/21 10:45:00 AM,10.748,464.0,,,,
2877,06/19/21 11:00:00 AM,10.846,496.0,,,,
2878,06/19/21 11:15:00 AM,10.944,352.0,,,,
2879,06/19/21 11:30:00 AM,10.846,240.0,,,,
2880,06/19/21 11:45:00 AM,10.944,288.0,,,,
2881,06/19/21 12:00:00 PM,10.944,256.0,,,,
2882,06/19/21 12:15:00 PM,10.944,448.0,,,,
2883,06/19/21 12:30:00 PM,10.944,608.0,,,,
2884,06/19/21 12:45:00 PM,10.944,496.0,,,,
2885,06/19/21 01:00:00 PM,11.041,800.0,,,,
2886,06/19/21 01:15:00 PM,11.139,768.0,,,,
2887,06/19/21 01:30:00 PM,11.041,432.0,,,,
2888,06/19/21 01:45:00 PM,10.944,480.0,,,,
2889,06/19/21 02:00:00 PM,11.041,576.0,,,,
2890,06/19/21 02:15:00 PM,10.944,160.0,,,,
2891,06/19/21 02:30:00 PM,10.846,184.0,,,,
2892,06/19/21 02:45:00 PM,10.944,464.0,,,,
2893,06/19/21 03:00:00 PM,11.041,608.0,,,,
2894,06/19/21 03:15:00 PM,11.041,704.0,,,,
2895,06/19/21 03:30:00 PM,10.944,480.0,,,,
2896,06/19/21 03:45:00 PM,10.944,576.0,,,,
2897,06/19/21 04:00:00 PM,10.944,384.0,,,,
2898,06/19/21 04:15:00 PM,10.944,400.0,,,,
2899,06/19/21 04:30:00 PM,10.846,288.0,,,,
2900,06/19/21 04:45:00 PM,10.748,168.0,,,,
2901,06/19/21 05:00:00 PM,10.455,160.0,,,,
2902,06/19/21 05:15:00 PM,10.357,118.0,,,,
2903,06/19/21 05:30:00 PM,10.455,76.0,,,,
2904,06/19/21 05:45:00 PM,10.553,57.0,,,,
2905,06/19/21 06:00:00 PM,10.455,74.0,,,,
2906,06/19/21 06:15:00 PM,10.259,128.0,,,,
2907,06/19/21 06:30:00 PM,10.161,90.0,,,,
2908,06/19/21 06:45:00 PM,10.357,73.0,,,,
2909,06/19/21 07:00:00 PM,10.357,39.0,,,,
2910,06/19/21 07:15:00 PM,10.063,11.0,,,,
2911,06/19/21 07:30:00 PM,9.965,8.0,,,,
2912,06/19/21 07:45:00 PM,10.063,8.0,,,,
2913,06/19/21 08:00:00 PM,10.063,8.0,,,,
2914,06/19/21 08:15:00 PM,10.161,2.0,,,,
2915,06/19/21 08:30:00 PM,10.357,0.0,,,,
2916,06/19/21 08:45:00 PM,10.748,0.0,,,,
2917,06/19/21 09:00:00 PM,10.748,0.0,,,,
2918,06/19/21 09:15:00 PM,10.846,0.0,,,,
2919,06/19/21 09:30:00 PM,10.846,0.0,,,,
2920,06/19/21 09:45:00 PM,10.846,0.0,,,,
2921,06/19/21 10:00:00 PM,10.455,0.0,,,,
2922,06/19/21 10:15:00 PM,9.965,0.0,,,,
2923,06/19/21 10:30:00 PM,10.161,0.0,,,,
2924,06/19/21 10:45:00 PM,10.651,0.0,,,,
2925,06/19/21 11:00:00 PM,10.748,0.0,,,,
2926,06/19/21 11:15:00 PM,10.846,0.0,,,,
2927,06/19/21 11:30:00 PM,10.944,0.0,,,,
2928,06/19/21 11:45:00 PM,10.944,0.0,,,,
2929,06/20/21 12:00:00 AM,11.041,0.0,,,,
2930,06/20/21 12:15:00 AM,10.944,0.0,,,,
2931,06/20/21 12:30:00 AM,10.944,0.0,,,,
2932,06/20/21 12:45:00 AM,10.944,0.0,,,,
2933,06/20/21 01:00:00 AM,10.944,0.0,,,,
2934,06/20/21 01:15:00 AM,11.041,0.0,,,,
2935,06/20/21 01:30:00 AM,11.139,0.0,,,,
2936,06/20/21 01:45:00 AM,11.139,0.0,,,,
2937,06/20/21 02:00:00 AM,11.139,0.0,,,,
2938,06/20/21 02:15:00 AM,11.236,0.0,,,,
2939,06/20/21 02:30:00 AM,11.236,0.0,,,,
2940,06/20/21 02:45:00 AM,11.236,0.0,,,,
2941,06/20/21 03:00:00 AM,11.236,0.0,,,,
2942,06/20/21 03:15:00 AM,11.236,0.0,,,,
2943,06/20/21 03:30:00 AM,11.334,0.0,,,,
2944,06/20/21 03:45:00 AM,11.334,0.0,,,,
2945,06/20/21 04:00:00 AM,11.334,0.0,,,,
2946,06/20/21 04:15:00 AM,11.334,0.0,,,,
2947,06/20/21 04:30:00 AM,11.334,0.0,,,,
2948,06/20/21 04:45:00 AM,11.334,0.0,,,,
2949,06/20/21 05:00:00 AM,11.334,3.0,,,,
2950,06/20/21 05:15:00 AM,11.236,7.0,,,,
2951,06/20/21 05:30:00 AM,11.236,12.0,,,,
2952,06/20/21 05:45:00 AM,11.334,16.0,,,,
2953,06/20/21 06:00:00 AM,11.236,20.0,,,,
2954,06/20/21 06:15:00 AM,11.139,25.0,,,,
2955,06/20/21 06:30:00 AM,11.139,30.0,,,,
2956,06/20/21 06:45:00 AM,11.236,36.0,,,,
2957,06/20/21 07:00:00 AM,11.236,40.0,,,,
2958,06/20/21 07:15:00 AM,11.041,48.0,,,,
2959,06/20/21 07:30:00 AM,11.139,55.0,,,,
2960,06/20/21 07:45:00 AM,11.236,63.0,,,,
2961,06/20/21 08:00:00 AM,11.139,68.0,,,,
2962,06/20/21 08:15:00 AM,11.236,85.0,,,,
2963,06/20/21 08:30:00 AM,11.139,89.0,,,,
2964,06/20/21 08:45:00 AM,11.236,114.0,,,,
2965,06/20/21 09:00:00 AM,11.236,128.0,,,,
2966,06/20/21 09:15:00 AM,11.334,152.0,,,,
2967,06/20/21 09:30:00 AM,11.334,176.0,,,,
2968,06/20/21 09:45:00 AM,11.236,208.0,,,,
2969,06/20/21 10:00:00 AM,10.944,240.0,,,,
2970,06/20/21 10:15:00 AM,10.748,248.0,,,,
2971,06/20/21 10:30:00 AM,10.944,304.0,,,,
2972,06/20/21 10:45:00 AM,11.625,368.0,,,,
2973,06/20/21 11:00:00 AM,11.916,400.0,,,,
2974,06/20/21 11:15:00 AM,12.110,448.0,,,,
2975,06/20/21 11:30:00 AM,12.207,512.0,,,,
2976,06/20/21 11:45:00 AM,12.401,608.0,,,,
2977,06/20/21 12:00:00 PM,12.304,704.0,,,,
2978,06/20/21 12:15:00 PM,12.207,864.0,,,,
2979,06/20/21 12:30:00 PM,12.110,992.0,,,,
2980,06/20/21 12:45:00 PM,12.013,1216.0,,,,
2981,06/20/21 01:00:00 PM,12.013,1216.0,,,,
2982,06/20/21 01:15:00 PM,12.013,1216.0,,,,
2983,06/20/21 01:30:00 PM,12.110,1216.0,,,,
2984,06/20/21 01:45:00 PM,12.013,1344.0,,,,
2985,06/20/21 02:00:00 PM,12.013,1152.0,,,,
2986,06/20/21 02:15:00 PM,11.916,1152.0,,,,
2987,06/20/21 02:30:00 PM,11.916,1344.0,,,,
2988,06/20/21 02:45:00 PM,12.013,1152.0,,,,
2989,06/20/21 03:00:00 PM,12.110,992.0,,,,
2990,06/20/21 03:15:00 PM,12.013,992.0,,,,
2991,06/20/21 03:30:00 PM,12.013,864.0,,,,
2992,06/20/21 03:45:00 PM,12.110,768.0,,,,
2993,06/20/21 04:00:00 PM,12.013,704.0,,,,
2994,06/20/21 04:15:00 PM,11.916,136.0,,,,
2995,06/20/21 04:30:00 PM,11.819,480.0,,,,
2996,06/20/21 04:45:00 PM,11.722,416.0,,,,
2997,06/20/21 05:00:00 PM,11.722,320.0,,,,
2998,06/20/21 05:15:00 PM,11.722,272.0,,,,
2999,06/20/21 05:30:00 PM,11.625,160.0,,,,
3000,06/20/21 05:45:00 PM,11.041,59.0,,,,
3001,06/20/21 06:00:00 PM,10.944,56.0,,,,
3002,06/20/21 06:15:00 PM,10.944,117.0,,,,
3003,06/20/21 06:30:00 PM,11.041,85.0,,,,
3004,06/20/21 06:45:00 PM,10.944,42.0,,,,
3005,06/20/21 07:00:00 PM,10.846,45.0,,,,
3006,06/20/21 07:15:00 PM,10.748,27.0,,,,
3007,06/20/21 07:30:00 PM,10.651,19.0,,,,
3008,06/20/21 07:45:00 PM,10.651,11.0,,,,
3009,06/20/21 08:00:00 PM,10.748,5.0,,,,
3010,06/20/21 08:15:00 PM,10.748,1.0,,,,
3011,06/20/21 08:30:00 PM,10.846,0.0,,,,
3012,06/20/21 08:45:00 PM,10.651,0.0,,,,
3013,06/20/21 09:00:00 PM,10.944,0.0,,,,
3014,06/20/21 09:15:00 PM,11.139,0.0,,,,
3015,06/20/21 09:30:00 PM,11.236,0.0,,,,
3016,06/20/21 09:45:00 PM,11.334,0.0,,,,
3017,06/20/21 10:00:00 PM,11.334,0.0,,,,
3018,06/20/21 10:15:00 PM,11.236,0.0,,,,
3019,06/20/21 10:30:00 PM,11.139,0.0,,,,
3020,06/20/21 10:45:00 PM,10.553,0.0,,,,
3021,06/20/21 11:00:00 PM,10.553,0.0,,,,
3022,06/20/21 11:15:00 PM,10.748,0.0,,,,
3023,06/20/21 11:30:00 PM,10.944,0.0,,,,
3024,06/20/21 11:45:00 PM,10.944,0.0,,,,
3025,06/21/21 12:00:00 AM,10.944,0.0,,,,
3026,06/21/21 12:15:00 AM,10.944,0.0,,,,
3027,06/21/21 12:30:00 AM,11.041,0.0,,,,
3028,06/21/21 12:45:00 AM,11.041,0.0,,,,
3029,06/21/21 01:00:00 AM,11.236,0.0,,,,
3030,06/21/21 01:15:00 AM,11.334,0.0,,,,
3031,06/21/21 01:30:00 AM,11.334,0.0,,,,
3032,06/21/21 01:45:00 AM,11.236,0.0,,,,
3033,06/21/21 02:00:00 AM,11.236,0.0,,,,
3034,06/21/21 02:15:00 AM,11.236,0.0,,,,
3035,06/21/21 02:30:00 AM,11.139,0.0,,,,
3036,06/21/21 02:45:00 AM,11.139,0.0,,,,
3037,06/21/21 03:00:00 AM,11.139,0.0,,,,
3038,06/21/21 03:15:00 AM,11.236,0.0,,,,
3039,06/21/21 03:30:00 AM,11.236,0.0,,,,
3040,06/21/21 03:45:00 AM,11.236,0.0,,,,
3041,06/21/21 04:00:00 AM,11.139,0.0,,,,
3042,06/21/21 04:15:00 AM,11.139,0.0,,,,
3043,06/21/21 04:30:00 AM,11.236,0.0,,,,
3044,06/21/21 04:45:00 AM,11.236,0.0,,,,
3045,06/21/21 05:00:00 AM,11.139,4.0,,,,
3046,06/21/21 05:15:00 AM,11.236,7.0,,,,
3047,06/21/21 05:30:00 AM,11.236,14.0,,,,
3048,06/21/21 05:45:00 AM,11.236,30.0,,,,
3049,06/21/21 06:00:00 AM,11.236,43.0,,,,
3050,06/21/21 06:15:00 AM,11.236,40.0,,,,
3051,06/21/21 06:30:00 AM,11.334,48.0,,,,
3052,06/21/21 06:45:00 AM,11.041,82.0,,,,
3053,06/21/21 07:00:00 AM,11.041,46.0,,,,
3054,06/21/21 07:15:00 AM,10.944,54.0,,,,
3055,06/21/21 07:30:00 AM,11.139,60.0,,,,
3056,06/21/21 07:45:00 AM,11.236,64.0,,,,
3057,06/21/21 08:00:00 AM,11.139,76.0,,,,
3058,06/21/21 08:15:00 AM,11.041,81.0,,,,
3059,06/21/21 08:30:00 AM,11.041,61.0,,,,
3060,06/21/21 08:45:00 AM,11.139,94.0,,,,
3061,06/21/21 09:00:00 AM,11.236,144.0,,,,
3062,06/21/21 09:15:00 AM,11.334,192.0,,,,
3063,06/21/21 09:30:00 AM,11.431,136.0,,,,
3064,06/21/21 09:45:00 AM,11.431,200.0,,,,
3065,06/21/21 10:00:00 AM,11.431,208.0,,,,
3066,06/21/21 10:15:00 AM,11.431,184.0,,,,
3067,06/21/21 10:30:00 AM,11.236,272.0,,,,
3068,06/21/21 10:45:00 AM,10.846,288.0,,,,
3069,06/21/21 11:00:00 AM,10.651,368.0,,,,
3070,06/21/21 11:15:00 AM,11.334,608.0,,,,
3071,06/21/21 11:30:00 AM,11.625,288.0,,,,
3072,06/21/21 11:45:00 AM,11.722,576.0,,,,
3073,06/21/21 12:00:00 PM,11.722,608.0,,,,
3074,06/21/21 12:15:00 PM,11.722,704.0,,,,
3075,06/21/21 12:30:00 PM,11.819,800.0,,,,
3076,06/21/21 12:45:00 PM,11.819,608.0,,,,
3077,06/21/21 01:00:00 PM,11.819,704.0,,,,
3078,06/21/21 01:15:00 PM,11.916,1024.0,,,,
3079,06/21/21 01:30:00 PM,11.916,1152.0,,,,
3080,06/21/21 01:45:00 PM,11.625,768.0,,,,
3081,06/21/21 02:00:00 PM,11.528,704.0,,,,
3082,06/21/21 02:15:00 PM,11.528,608.0,,,,
3083,06/21/21 02:30:00 PM,11.431,512.0,,,,
3084,06/21/21 02:45:00 PM,11.334,400.0,,,,
3085,06/21/21 03:00:00 PM,11.334,352.0,,,,
3086,06/21/21 03:15:00 PM,11.334,304.0,,,,
3087,06/21/21 03:30:00 PM,11.334,368.0,,,,
3088,06/21/21 03:45:00 PM,11.528,304.0,,,,
3089,06/21/21 04:00:00 PM,11.334,256.0,,,,
3090,06/21/21 04:15:00 PM,11.334,184.0,,,,
3091,06/21/21 04:30:00 PM,11.334,136.0,,,,
3092,06/21/21 04:45:00 PM,11.334,128.0,,,,
3093,06/21/21 05:00:00 PM,11.431,126.0,,,,
3094,06/21/21 05:15:00 PM,11.334,110.0,,,,
3095,06/21/21 05:30:00 PM,11.431,75.0,,,,
3096,06/21/21 05:45:00 PM,11.431,77.0,,,,
3097,06/21/21 06:00:00 PM,11.431,58.0,,,,
3098,06/21/21 06:15:00 PM,11.431,43.0,,,,
3099,06/21/21 06:30:00 PM,11.431,38.0,,,,
3100,06/21/21 06:45:00 PM,11.431,32.0,,,,
3101,06/21/21 07:00:00 PM,11.139,18.0,,,,
3102,06/21/21 07:15:00 PM,11.139,13.0,,,,
3103,06/21/21 07:30:00 PM,11.041,4.0,,,,
3104,06/21/21 07:45:00 PM,11.041,1.0,,,,
3105,06/21/21 08:00:00 PM,10.944,0.0,,,,
3106,06/21/21 08:15:00 PM,10.846,0.0,,,,
3107,06/21/21 08:30:00 PM,10.553,0.0,,,,
3108,06/21/21 08:45:00 PM,10.748,0.0,,,,
3109,06/21/21 09:00:00 PM,10.455,0.0,,,,
3110,06/21/21 09:15:00 PM,10.455,0.0,,,,
3111,06/21/21 09:30:00 PM,10.651,0.0,,,,
3112,06/21/21 09:45:00 PM,10.651,0.0,,,,
3113,06/21/21 10:00:00 PM,10.748,0.0,,,,
3114,06/21/21 10:15:00 PM,10.748,0.0,,,,
3115,06/21/21 10:30:00 PM,10.846,0.0,,,,
3116,06/21/21 10:45:00 PM,10.846,0.0,,,,
3117,06/21/21 11:00:00 PM,10.944,0.0,,,,
3118,06/21/21 11:15:00 PM,10.944,0.0,,,,
3119,06/21/21 11:30:00 PM,10.846,0.0,,,,
3120,06/21/21 11:45:00 PM,10.748,0.0,,,,
3121,06/22/21 12:00:00 AM,10.748,0.0,,,,
3122,06/22/21 12:15:00 AM,10.748,0.0,,,,
3123,06/22/21 12:30:00 AM,10.748,0.0,,,,
3124,06/22/21 12:45:00 AM,10.651,0.0,,,,
3125,06/22/21 01:00:00 AM,10.553,0.0,,,,
3126,06/22/21 01:15:00 AM,10.944,0.0,,,,
3127,06/22/21 01:30:00 AM,11.041,0.0,,,,
3128,06/22/21 01:45:00 AM,11.041,0.0,,,,
3129,06/22/21 02:00:00 AM,10.944,0.0,,,,
3130,06/22/21 02:15:00 AM,10.944,0.0,,,,
3131,06/22/21 02:30:00 AM,10.944,0.0,,,,
3132,06/22/21 02:45:00 AM,11.139,0.0,,,,
3133,06/22/21 03:00:00 AM,11.139,0.0,,,,
3134,06/22/21 03:15:00 AM,11.139,0.0,,,,
3135,06/22/21 03:30:00 AM,11.236,0.0,,,,
3136,06/22/21 03:45:00 AM,11.236,0.0,,,,
3137,06/22/21 04:00:00 AM,11.236,0.0,,,,
3138,06/22/21 04:15:00 AM,11.334,0.0,,,,
3139,06/22/21 04:30:00 AM,11.334,0.0,,,,
3140,06/22/21 04:45:00 AM,11.334,0.0,,,,
3141,06/22/21 05:00:00 AM,11.431,2.0,,,,
3142,06/22/21 05:15:00 AM,11.431,3.0,,,,
3143,06/22/21 05:30:00 AM,11.334,7.0,,,,
3144,06/22/21 05:45:00 AM,11.236,16.0,,,,
3145,06/22/21 06:00:00 AM,11.139,14.0,,,,
3146,06/22/21 06:15:00 AM,11.139,28.0,,,,
3147,06/22/21 06:30:00 AM,11.139,64.0,,,,
3148,06/22/21 06:45:00 AM,11.139,75.0,,,,
3149,06/22/21 07:00:00 AM,11.139,41.0,,,,
3150,06/22/21 07:15:00 AM,10.944,46.0,,,,
3151,06/22/21 07:30:00 AM,10.748,41.0,,,,
3152,06/22/21 07:45:00 AM,10.748,71.0,,,,
3153,06/22/21 08:00:00 AM,10.651,42.0,,,,
3154,06/22/21 08:15:00 AM,10.553,50.0,,,,
3155,06/22/21 08:30:00 AM,10.259,52.0,,,,
3156,06/22/21 08:45:00 AM,10.259,83.0,,,,
3157,06/22/21 09:00:00 AM,10.259,85.0,,,,
3158,06/22/21 09:15:00 AM,10.259,86.0,,,,
3159,06/22/21 09:30:00 AM,10.357,103.0,,,,
3160,06/22/21 09:45:00 AM,10.455,128.0,,,,
3161,06/22/21 10:00:00 AM,10.455,91.0,,,,
3162,06/22/21 10:15:00 AM,10.455,168.0,,,,
3163,06/22/21 10:30:00 AM,10.553,168.0,,,,
3164,06/22/21 10:45:00 AM,10.553,176.0,,,,
3165,06/22/21 11:00:00 AM,10.651,110.0,,,,
3166,06/22/21 11:15:00 AM,10.651,152.0,,,,
3167,06/22/21 11:30:00 AM,10.846,272.0,,,,
3168,06/22/21 11:45:00 AM,11.041,336.0,,,,
3169,06/22/21 12:00:00 PM,11.139,320.0,,,,
3170,06/22/21 12:15:00 PM,11.139,400.0,,,,
3171,06/22/21 12:30:00 PM,11.041,320.0,,,,
3172,06/22/21 12:45:00 PM,11.041,480.0,,,,
3173,06/22/21 01:00:00 PM,10.944,496.0,,,,
3174,06/22/21 01:15:00 PM,10.748,576.0,,,,
3175,06/22/21 01:30:00 PM,10.651,608.0,,,,
3176,06/22/21 01:45:00 PM,10.846,672.0,,,,
3177,06/22/21 02:00:00 PM,11.139,672.0,,,,
3178,06/22/21 02:15:00 PM,11.236,416.0,,,,
3179,06/22/21 02:30:00 PM,11.431,672.0,,,,
3180,06/22/21 02:45:00 PM,11.431,464.0,,,,
3181,06/22/21 03:00:00 PM,11.431,672.0,,,,
3182,06/22/21 03:15:00 PM,11.334,304.0,,,,
3183,06/22/21 03:30:00 PM,11.334,480.0,,,,
3184,06/22/21 03:45:00 PM,11.236,304.0,,,,
3185,06/22/21 04:00:00 PM,11.334,336.0,,,,
3186,06/22/21 04:15:00 PM,11.431,336.0,,,,
3187,06/22/21 04:30:00 PM,11.431,384.0,,,,
3188,06/22/21 04:45:00 PM,11.431,216.0,,,,
3189,06/22/21 05:00:00 PM,11.431,118.0,,,,
3190,06/22/21 05:15:00 PM,11.528,184.0,,,,
3191,06/22/21 05:30:00 PM,11.528,41.0,,,,
3192,06/22/21 05:45:00 PM,11.528,33.0,,,,
3193,06/22/21 06:00:00 PM,11.528,50.0,,,,
3194,06/22/21 06:15:00 PM,11.722,48.0,,,,
3195,06/22/21 06:30:00 PM,11.819,31.0,,,,
3196,06/22/21 06:45:00 PM,11.819,10.0,,,,
3197,06/22/21 07:00:00 PM,11.819,5.0,,,,
3198,06/22/21 07:15:00 PM,11.528,5.0,,,,
3199,06/22/21 07:30:00 PM,11.431,4.0,,,,
3200,06/22/21 07:45:00 PM,11.334,0.0,,,,
3201,06/22/21 08:00:00 PM,11.236,0.0,,,,
3202,06/22/21 08:15:00 PM,11.139,0.0,,,,
3203,06/22/21 08:30:00 PM,11.139,0.0,,,,
3204,06/22/21 08:45:00 PM,11.139,0.0,,,,
3205,06/22/21 09:00:00 PM,11.139,0.0,,,,
3206,06/22/21 09:15:00 PM,11.139,0.0,,,,
3207,06/22/21 09:30:00 PM,11.236,0.0,,,,
3208,06/22/21 09:45:00 PM,11.722,0.0,,,,
3209,06/22/21 10:00:00 PM,11.916,0.0,,,,
3210,06/22/21 10:15:00 PM,11.916,0.0,,,,
3211,06/22/21 10:30:00 PM,11.916,0.0,,,,
3212,06/22/21 10:45:00 PM,11.722,0.0,,,,
3213,06/22/21 11:00:00 PM,11.722,0.0,,,,
3214,06/22/21 11:15:00 PM,11.722,0.0,,,,
3215,06/22/21 11:30:00 PM,11.625,0.0,,,,
3216,06/22/21 11:45:00 PM,11.625,0.0,,,,
3217,06/23/21 12:00:00 AM,11.431,0.0,,,,
3218,06/23/21 12:15:00 AM,11.528,0.0,,,,
3219,06/23/21 12:30:00 AM,11.625,0.0,,,,
3220,06/23/21 12:45:00 AM,11.625,0.0,,,,
3221,06/23/21 01:00:00 AM,11.625,0.0,,,,
3222,06/23/21 01:15:00 AM,11.528,0.0,,,,
3223,06/23/21 01:30:00 AM,11.528,0.0,,,,
3224,06/23/21 01:45:00 AM,11.528,0.0,,,,
3225,06/23/21 02:00:00 AM,11.528,0.0,,,,
3226,06/23/21 02:15:00 AM,11.528,0.0,,,,
3227,06/23/21 02:30:00 AM,11.528,0.0,,,,
3228,06/23/21 02:45:00 AM,11.528,0.0,,,,
3229,06/23/21 03:00:00 AM,11.528,0.0,,,,
3230,06/23/21 03:15:00 AM,11.528,0.0,,,,
3231,06/23/21 03:30:00 AM,11.528,0.0,,,,
3232,06/23/21 03:45:00 AM,11.528,0.0,,,,
3233,06/23/21 04:00:00 AM,11.528,0.0,,,,
3234,06/23/21 04:15:00 AM,11.528,0.0,,,,
3235,06/23/21 04:30:00 AM,11.528,0.0,,,,
3236,06/23/21 04:45:00 AM,11.528,1.0,,,,
3237,06/23/21 05:00:00 AM,11.528,5.0,,,,
