"Plot Title: Marshall"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20889891, SEN S/N: 20889891)","Intensity, lum/ft² (LGR S/N: 20889891, SEN S/N: 20889891)","Coupler Attached (LGR S/N: 20889891)","Coupler Detached (LGR S/N: 20889891)","Host Connected (LGR S/N: 20889891)","Stopped (LGR S/N: 20889891)","End Of File (LGR S/N: 20889891)"
1,06/09/21 12:00:00 PM,27.370,16384.0,,,,,
2,06/09/21 12:15:00 PM,30.457,15360.0,,,,,
3,06/09/21 12:30:00 PM,28.853,6656.0,,,,,
4,06/09/21 12:45:00 PM,26.000,2560.0,,,,,
5,06/09/21 01:00:00 PM,25.416,3072.0,,,,,
6,06/09/21 01:15:00 PM,28.555,13312.0,,,,,
7,06/09/21 01:30:00 PM,27.272,3840.0,,,,,
8,06/09/21 01:45:00 PM,11.528,5.0,,,,,
9,06/09/21 02:00:00 PM,9.373,4.0,,,,,
10,06/09/21 02:15:00 PM,9.472,54.0,,,,,
11,06/09/21 02:30:00 PM,9.472,152.0,,,,,
12,06/09/21 02:45:00 PM,9.866,101.0,,,,,
13,06/09/21 03:00:00 PM,9.965,384.0,,,,,
14,06/09/21 03:15:00 PM,10.063,30.0,,,,,
15,06/09/21 03:30:00 PM,10.161,52.0,,,,,
16,06/09/21 03:45:00 PM,10.063,41.0,,,,,
17,06/09/21 04:00:00 PM,10.063,46.0,,,,,
18,06/09/21 04:15:00 PM,10.063,48.0,,,,,
19,06/09/21 04:30:00 PM,9.965,50.0,,,,,
20,06/09/21 04:45:00 PM,9.965,37.0,,,,,
21,06/09/21 05:00:00 PM,9.965,39.0,,,,,
22,06/09/21 05:15:00 PM,10.063,39.0,,,,,
23,06/09/21 05:30:00 PM,9.965,41.0,,,,,
24,06/09/21 05:45:00 PM,9.866,36.0,,,,,
25,06/09/21 06:00:00 PM,9.768,27.0,,,,,
26,06/09/21 06:15:00 PM,9.768,9.0,,,,,
27,06/09/21 06:30:00 PM,9.571,23.0,,,,,
28,06/09/21 06:45:00 PM,9.669,15.0,,,,,
29,06/09/21 07:00:00 PM,9.669,8.0,,,,,
30,06/09/21 07:15:00 PM,9.768,3.0,,,,,
31,06/09/21 07:30:00 PM,9.965,2.0,,,,,
32,06/09/21 07:45:00 PM,10.161,1.0,,,,,
33,06/09/21 08:00:00 PM,10.357,0.0,,,,,
34,06/09/21 08:15:00 PM,10.259,0.0,,,,,
35,06/09/21 08:30:00 PM,10.259,0.0,,,,,
36,06/09/21 08:45:00 PM,10.161,0.0,,,,,
37,06/09/21 09:00:00 PM,9.768,0.0,,,,,
38,06/09/21 09:15:00 PM,9.571,0.0,,,,,
39,06/09/21 09:30:00 PM,9.571,0.0,,,,,
40,06/09/21 09:45:00 PM,9.472,0.0,,,,,
41,06/09/21 10:00:00 PM,9.373,0.0,,,,,
42,06/09/21 10:15:00 PM,9.373,0.0,,,,,
43,06/09/21 10:30:00 PM,9.373,0.0,,,,,
44,06/09/21 10:45:00 PM,9.373,0.0,,,,,
45,06/09/21 11:00:00 PM,9.373,0.0,,,,,
46,06/09/21 11:15:00 PM,9.373,0.0,,,,,
47,06/09/21 11:30:00 PM,9.373,0.0,,,,,
48,06/09/21 11:45:00 PM,9.373,0.0,,,,,
49,06/10/21 12:00:00 AM,9.472,0.0,,,,,
50,06/10/21 12:15:00 AM,9.768,0.0,,,,,
51,06/10/21 12:30:00 AM,9.866,0.0,,,,,
52,06/10/21 12:45:00 AM,9.768,0.0,,,,,
53,06/10/21 01:00:00 AM,9.176,0.0,,,,,
54,06/10/21 01:15:00 AM,9.077,0.0,,,,,
55,06/10/21 01:30:00 AM,9.077,0.0,,,,,
56,06/10/21 01:45:00 AM,9.077,0.0,,,,,
57,06/10/21 02:00:00 AM,9.077,0.0,,,,,
58,06/10/21 02:15:00 AM,9.176,0.0,,,,,
59,06/10/21 02:30:00 AM,9.275,0.0,,,,,
60,06/10/21 02:45:00 AM,9.373,0.0,,,,,
61,06/10/21 03:00:00 AM,9.472,0.0,,,,,
62,06/10/21 03:15:00 AM,9.571,0.0,,,,,
63,06/10/21 03:30:00 AM,9.571,0.0,,,,,
64,06/10/21 03:45:00 AM,9.571,0.0,,,,,
65,06/10/21 04:00:00 AM,9.571,0.0,,,,,
66,06/10/21 04:15:00 AM,9.571,0.0,,,,,
67,06/10/21 04:30:00 AM,9.571,0.0,,,,,
68,06/10/21 04:45:00 AM,9.472,0.0,,,,,
69,06/10/21 05:00:00 AM,9.176,1.0,,,,,
70,06/10/21 05:15:00 AM,9.176,3.0,,,,,
71,06/10/21 05:30:00 AM,9.077,2.0,,,,,
72,06/10/21 05:45:00 AM,9.176,6.0,,,,,
73,06/10/21 06:00:00 AM,9.176,17.0,,,,,
74,06/10/21 06:15:00 AM,9.176,36.0,,,,,
75,06/10/21 06:30:00 AM,9.176,47.0,,,,,
76,06/10/21 06:45:00 AM,9.275,52.0,,,,,
77,06/10/21 07:00:00 AM,9.472,70.0,,,,,
78,06/10/21 07:15:00 AM,9.669,85.0,,,,,
79,06/10/21 07:30:00 AM,9.768,99.0,,,,,
80,06/10/21 07:45:00 AM,9.768,89.0,,,,,
81,06/10/21 08:00:00 AM,9.768,89.0,,,,,
82,06/10/21 08:15:00 AM,9.669,112.0,,,,,
83,06/10/21 08:30:00 AM,9.669,97.0,,,,,
84,06/10/21 08:45:00 AM,9.472,144.0,,,,,
85,06/10/21 09:00:00 AM,9.472,136.0,,,,,
86,06/10/21 09:15:00 AM,9.571,136.0,,,,,
87,06/10/21 09:30:00 AM,9.571,136.0,,,,,
88,06/10/21 09:45:00 AM,9.373,168.0,,,,,
89,06/10/21 10:00:00 AM,9.373,192.0,,,,,
90,06/10/21 10:15:00 AM,9.373,184.0,,,,,
91,06/10/21 10:30:00 AM,9.373,208.0,,,,,
92,06/10/21 10:45:00 AM,9.373,240.0,,,,,
93,06/10/21 11:00:00 AM,9.373,224.0,,,,,
94,06/10/21 11:15:00 AM,9.373,208.0,,,,,
95,06/10/21 11:30:00 AM,9.373,416.0,,,,,
96,06/10/21 11:45:00 AM,9.373,304.0,,,,,
97,06/10/21 12:00:00 PM,9.373,384.0,,,,,
98,06/10/21 12:15:00 PM,9.373,336.0,,,,,
99,06/10/21 12:30:00 PM,9.472,464.0,,,,,
100,06/10/21 12:45:00 PM,9.571,480.0,,,,,
101,06/10/21 01:00:00 PM,9.768,480.0,,,,,
102,06/10/21 01:15:00 PM,9.866,512.0,,,,,
103,06/10/21 01:30:00 PM,9.669,608.0,,,,,
104,06/10/21 01:45:00 PM,9.472,672.0,,,,,
105,06/10/21 02:00:00 PM,9.472,608.0,,,,,
106,06/10/21 02:15:00 PM,9.472,672.0,,,,,
107,06/10/21 02:30:00 PM,9.373,704.0,,,,,
108,06/10/21 02:45:00 PM,9.571,704.0,,,,,
109,06/10/21 03:00:00 PM,9.669,800.0,,,,,
110,06/10/21 03:15:00 PM,9.669,384.0,,,,,
111,06/10/21 03:30:00 PM,9.669,416.0,,,,,
112,06/10/21 03:45:00 PM,9.669,768.0,,,,,
113,06/10/21 04:00:00 PM,9.768,136.0,,,,,
114,06/10/21 04:15:00 PM,9.866,672.0,,,,,
115,06/10/21 04:30:00 PM,9.866,608.0,,,,,
116,06/10/21 04:45:00 PM,9.768,576.0,,,,,
117,06/10/21 05:00:00 PM,9.472,480.0,,,,,
118,06/10/21 05:15:00 PM,9.275,480.0,,,,,
119,06/10/21 05:30:00 PM,9.275,352.0,,,,,
120,06/10/21 05:45:00 PM,9.275,352.0,,,,,
121,06/10/21 06:00:00 PM,9.275,272.0,,,,,
122,06/10/21 06:15:00 PM,9.373,224.0,,,,,
123,06/10/21 06:30:00 PM,9.373,184.0,,,,,
124,06/10/21 06:45:00 PM,9.373,109.0,,,,,
125,06/10/21 07:00:00 PM,9.373,100.0,,,,,
126,06/10/21 07:15:00 PM,9.373,61.0,,,,,
127,06/10/21 07:30:00 PM,9.373,29.0,,,,,
128,06/10/21 07:45:00 PM,9.472,17.0,,,,,
129,06/10/21 08:00:00 PM,9.571,7.0,,,,,
130,06/10/21 08:15:00 PM,9.965,1.0,,,,,
131,06/10/21 08:30:00 PM,10.161,0.0,,,,,
132,06/10/21 08:45:00 PM,10.161,0.0,,,,,
133,06/10/21 09:00:00 PM,10.063,0.0,,,,,
134,06/10/21 09:15:00 PM,10.063,0.0,,,,,
135,06/10/21 09:30:00 PM,9.965,0.0,,,,,
136,06/10/21 09:45:00 PM,9.866,0.0,,,,,
137,06/10/21 10:00:00 PM,9.768,0.0,,,,,
138,06/10/21 10:15:00 PM,9.669,0.0,,,,,
139,06/10/21 10:30:00 PM,9.669,0.0,,,,,
140,06/10/21 10:45:00 PM,9.669,0.0,,,,,
141,06/10/21 11:00:00 PM,9.669,0.0,,,,,
142,06/10/21 11:15:00 PM,9.571,0.0,,,,,
143,06/10/21 11:30:00 PM,9.571,0.0,,,,,
144,06/10/21 11:45:00 PM,9.571,0.0,,,,,
145,06/11/21 12:00:00 AM,9.571,0.0,,,,,
146,06/11/21 12:15:00 AM,9.669,0.0,,,,,
147,06/11/21 12:30:00 AM,9.768,0.0,,,,,
148,06/11/21 12:45:00 AM,9.866,0.0,,,,,
149,06/11/21 01:00:00 AM,10.063,0.0,,,,,
150,06/11/21 01:15:00 AM,10.161,0.0,,,,,
151,06/11/21 01:30:00 AM,10.357,0.0,,,,,
152,06/11/21 01:45:00 AM,10.259,0.0,,,,,
153,06/11/21 02:00:00 AM,9.866,0.0,,,,,
154,06/11/21 02:15:00 AM,9.768,0.0,,,,,
155,06/11/21 02:30:00 AM,9.768,0.0,,,,,
156,06/11/21 02:45:00 AM,9.768,0.0,,,,,
157,06/11/21 03:00:00 AM,9.866,0.0,,,,,
158,06/11/21 03:15:00 AM,9.965,0.0,,,,,
159,06/11/21 03:30:00 AM,10.063,0.0,,,,,
160,06/11/21 03:45:00 AM,10.063,0.0,,,,,
161,06/11/21 04:00:00 AM,10.161,0.0,,,,,
162,06/11/21 04:15:00 AM,10.161,0.0,,,,,
163,06/11/21 04:30:00 AM,10.259,0.0,,,,,
164,06/11/21 04:45:00 AM,10.259,0.0,,,,,
165,06/11/21 05:00:00 AM,10.259,2.0,,,,,
166,06/11/21 05:15:00 AM,10.161,8.0,,,,,
167,06/11/21 05:30:00 AM,10.161,14.0,,,,,
168,06/11/21 05:45:00 AM,10.063,13.0,,,,,
169,06/11/21 06:00:00 AM,10.063,22.0,,,,,
170,06/11/21 06:15:00 AM,9.965,52.0,,,,,
171,06/11/21 06:30:00 AM,9.965,45.0,,,,,
172,06/11/21 06:45:00 AM,9.965,52.0,,,,,
173,06/11/21 07:00:00 AM,9.965,81.0,,,,,
174,06/11/21 07:15:00 AM,9.965,89.0,,,,,
175,06/11/21 07:30:00 AM,9.965,107.0,,,,,
176,06/11/21 07:45:00 AM,10.063,98.0,,,,,
177,06/11/21 08:00:00 AM,10.161,100.0,,,,,
178,06/11/21 08:15:00 AM,10.259,103.0,,,,,
179,06/11/21 08:30:00 AM,10.357,78.0,,,,,
180,06/11/21 08:45:00 AM,10.161,60.0,,,,,
181,06/11/21 09:00:00 AM,10.161,43.0,,,,,
182,06/11/21 09:15:00 AM,10.161,36.0,,,,,
183,06/11/21 09:30:00 AM,10.259,42.0,,,,,
184,06/11/21 09:45:00 AM,10.259,42.0,,,,,
185,06/11/21 10:00:00 AM,10.259,44.0,,,,,
186,06/11/21 10:15:00 AM,10.357,59.0,,,,,
187,06/11/21 10:30:00 AM,10.357,64.0,,,,,
188,06/11/21 10:45:00 AM,10.357,90.0,,,,,
189,06/11/21 11:00:00 AM,10.357,74.0,,,,,
190,06/11/21 11:15:00 AM,10.455,62.0,,,,,
191,06/11/21 11:30:00 AM,10.455,72.0,,,,,
192,06/11/21 11:45:00 AM,10.455,65.0,,,,,
193,06/11/21 12:00:00 PM,10.553,48.0,,,,,
194,06/11/21 12:15:00 PM,10.553,89.0,,,,,
195,06/11/21 12:30:00 PM,10.553,64.0,,,,,
196,06/11/21 12:45:00 PM,10.553,104.0,,,,,
197,06/11/21 01:00:00 PM,10.553,116.0,,,,,
198,06/11/21 01:15:00 PM,10.553,98.0,,,,,
199,06/11/21 01:30:00 PM,10.553,136.0,,,,,
200,06/11/21 01:45:00 PM,10.651,90.0,,,,,
201,06/11/21 02:00:00 PM,10.651,52.0,,,,,
202,06/11/21 02:15:00 PM,10.748,90.0,,,,,
203,06/11/21 02:30:00 PM,10.651,39.0,,,,,
204,06/11/21 02:45:00 PM,9.866,80.0,,,,,
205,06/11/21 03:00:00 PM,9.866,81.0,,,,,
206,06/11/21 03:15:00 PM,9.866,63.0,,,,,
207,06/11/21 03:30:00 PM,9.965,61.0,,,,,
208,06/11/21 03:45:00 PM,10.063,42.0,,,,,
209,06/11/21 04:00:00 PM,10.161,56.0,,,,,
210,06/11/21 04:15:00 PM,10.161,66.0,,,,,
211,06/11/21 04:30:00 PM,10.161,43.0,,,,,
212,06/11/21 04:45:00 PM,10.161,50.0,,,,,
213,06/11/21 05:00:00 PM,10.161,55.0,,,,,
214,06/11/21 05:15:00 PM,10.161,29.0,,,,,
215,06/11/21 05:30:00 PM,10.259,27.0,,,,,
216,06/11/21 05:45:00 PM,10.259,18.0,,,,,
217,06/11/21 06:00:00 PM,10.259,13.0,,,,,
218,06/11/21 06:15:00 PM,10.259,14.0,,,,,
219,06/11/21 06:30:00 PM,10.259,20.0,,,,,
220,06/11/21 06:45:00 PM,10.259,22.0,,,,,
221,06/11/21 07:00:00 PM,10.063,14.0,,,,,
222,06/11/21 07:15:00 PM,10.063,7.0,,,,,
223,06/11/21 07:30:00 PM,10.063,3.0,,,,,
224,06/11/21 07:45:00 PM,10.259,2.0,,,,,
225,06/11/21 08:00:00 PM,10.161,2.0,,,,,
226,06/11/21 08:15:00 PM,10.259,0.0,,,,,
227,06/11/21 08:30:00 PM,10.259,0.0,,,,,
228,06/11/21 08:45:00 PM,10.357,0.0,,,,,
229,06/11/21 09:00:00 PM,10.259,0.0,,,,,
230,06/11/21 09:15:00 PM,10.161,0.0,,,,,
231,06/11/21 09:30:00 PM,10.161,0.0,,,,,
232,06/11/21 09:45:00 PM,10.161,0.0,,,,,
233,06/11/21 10:00:00 PM,10.259,0.0,,,,,
234,06/11/21 10:15:00 PM,10.259,0.0,,,,,
235,06/11/21 10:30:00 PM,10.161,0.0,,,,,
236,06/11/21 10:45:00 PM,10.063,0.0,,,,,
237,06/11/21 11:00:00 PM,10.063,0.0,,,,,
238,06/11/21 11:15:00 PM,10.063,0.0,,,,,
239,06/11/21 11:30:00 PM,10.063,0.0,,,,,
240,06/11/21 11:45:00 PM,10.063,0.0,,,,,
241,06/12/21 12:00:00 AM,9.965,0.0,,,,,
242,06/12/21 12:15:00 AM,9.965,0.0,,,,,
243,06/12/21 12:30:00 AM,9.965,0.0,,,,,
244,06/12/21 12:45:00 AM,10.063,0.0,,,,,
245,06/12/21 01:00:00 AM,9.965,0.0,,,,,
246,06/12/21 01:15:00 AM,9.965,0.0,,,,,
247,06/12/21 01:30:00 AM,10.063,0.0,,,,,
248,06/12/21 01:45:00 AM,10.063,0.0,,,,,
249,06/12/21 02:00:00 AM,10.063,0.0,,,,,
250,06/12/21 02:15:00 AM,10.063,0.0,,,,,
251,06/12/21 02:30:00 AM,9.768,0.0,,,,,
252,06/12/21 02:45:00 AM,9.768,0.0,,,,,
253,06/12/21 03:00:00 AM,9.866,0.0,,,,,
254,06/12/21 03:15:00 AM,9.965,0.0,,,,,
255,06/12/21 03:30:00 AM,9.965,0.0,,,,,
256,06/12/21 03:45:00 AM,9.965,0.0,,,,,
257,06/12/21 04:00:00 AM,9.965,0.0,,,,,
258,06/12/21 04:15:00 AM,9.965,0.0,,,,,
259,06/12/21 04:30:00 AM,9.965,0.0,,,,,
260,06/12/21 04:45:00 AM,10.063,0.0,,,,,
261,06/12/21 05:00:00 AM,10.063,2.0,,,,,
262,06/12/21 05:15:00 AM,10.161,6.0,,,,,
263,06/12/21 05:30:00 AM,10.161,11.0,,,,,
264,06/12/21 05:45:00 AM,10.259,18.0,,,,,
265,06/12/21 06:00:00 AM,10.259,23.0,,,,,
266,06/12/21 06:15:00 AM,10.063,25.0,,,,,
267,06/12/21 06:30:00 AM,9.866,32.0,,,,,
268,06/12/21 06:45:00 AM,9.866,44.0,,,,,
269,06/12/21 07:00:00 AM,9.866,54.0,,,,,
270,06/12/21 07:15:00 AM,9.866,53.0,,,,,
271,06/12/21 07:30:00 AM,9.866,62.0,,,,,
272,06/12/21 07:45:00 AM,9.866,66.0,,,,,
273,06/12/21 08:00:00 AM,9.866,82.0,,,,,
274,06/12/21 08:15:00 AM,9.965,50.0,,,,,
275,06/12/21 08:30:00 AM,9.965,94.0,,,,,
276,06/12/21 08:45:00 AM,10.063,101.0,,,,,
277,06/12/21 09:00:00 AM,10.161,116.0,,,,,
278,06/12/21 09:15:00 AM,10.161,136.0,,,,,
279,06/12/21 09:30:00 AM,10.161,136.0,,,,,
280,06/12/21 09:45:00 AM,10.161,160.0,,,,,
281,06/12/21 10:00:00 AM,10.063,168.0,,,,,
282,06/12/21 10:15:00 AM,10.063,192.0,,,,,
283,06/12/21 10:30:00 AM,10.063,192.0,,,,,
284,06/12/21 10:45:00 AM,10.063,232.0,,,,,
285,06/12/21 11:00:00 AM,10.161,240.0,,,,,
286,06/12/21 11:15:00 AM,10.259,240.0,,,,,
287,06/12/21 11:30:00 AM,10.357,256.0,,,,,
288,06/12/21 11:45:00 AM,10.455,288.0,,,,,
289,06/12/21 12:00:00 PM,10.553,320.0,,,,,
290,06/12/21 12:15:00 PM,10.651,336.0,,,,,
291,06/12/21 12:30:00 PM,10.748,352.0,,,,,
292,06/12/21 12:45:00 PM,10.846,368.0,,,,,
293,06/12/21 01:00:00 PM,10.846,168.0,,,,,
294,06/12/21 01:15:00 PM,11.139,400.0,,,,,
295,06/12/21 01:30:00 PM,11.334,448.0,,,,,
296,06/12/21 01:45:00 PM,11.431,320.0,,,,,
297,06/12/21 02:00:00 PM,11.528,448.0,,,,,
298,06/12/21 02:15:00 PM,11.528,448.0,,,,,
299,06/12/21 02:30:00 PM,11.334,272.0,,,,,
300,06/12/21 02:45:00 PM,11.041,336.0,,,,,
301,06/12/21 03:00:00 PM,11.139,432.0,,,,,
302,06/12/21 03:15:00 PM,11.041,192.0,,,,,
303,06/12/21 03:30:00 PM,10.748,480.0,,,,,
304,06/12/21 03:45:00 PM,10.357,480.0,,,,,
305,06/12/21 04:00:00 PM,10.259,464.0,,,,,
306,06/12/21 04:15:00 PM,10.357,416.0,,,,,
307,06/12/21 04:30:00 PM,10.553,400.0,,,,,
308,06/12/21 04:45:00 PM,10.651,232.0,,,,,
309,06/12/21 05:00:00 PM,10.748,336.0,,,,,
310,06/12/21 05:15:00 PM,10.944,288.0,,,,,
311,06/12/21 05:30:00 PM,10.846,240.0,,,,,
312,06/12/21 05:45:00 PM,10.846,85.0,,,,,
313,06/12/21 06:00:00 PM,10.846,184.0,,,,,
314,06/12/21 06:15:00 PM,10.846,136.0,,,,,
315,06/12/21 06:30:00 PM,10.651,124.0,,,,,
316,06/12/21 06:45:00 PM,10.553,90.0,,,,,
317,06/12/21 07:00:00 PM,10.651,61.0,,,,,
318,06/12/21 07:15:00 PM,10.748,38.0,,,,,
319,06/12/21 07:30:00 PM,10.748,30.0,,,,,
320,06/12/21 07:45:00 PM,10.846,9.0,,,,,
321,06/12/21 08:00:00 PM,10.748,5.0,,,,,
322,06/12/21 08:15:00 PM,10.553,0.0,,,,,
323,06/12/21 08:30:00 PM,10.455,0.0,,,,,
324,06/12/21 08:45:00 PM,10.455,0.0,,,,,
325,06/12/21 09:00:00 PM,10.455,0.0,,,,,
326,06/12/21 09:15:00 PM,10.455,0.0,,,,,
327,06/12/21 09:30:00 PM,10.455,0.0,,,,,
328,06/12/21 09:45:00 PM,10.553,0.0,,,,,
329,06/12/21 10:00:00 PM,10.651,0.0,,,,,
330,06/12/21 10:15:00 PM,10.748,0.0,,,,,
331,06/12/21 10:30:00 PM,10.846,0.0,,,,,
332,06/12/21 10:45:00 PM,10.846,0.0,,,,,
333,06/12/21 11:00:00 PM,10.553,0.0,,,,,
334,06/12/21 11:15:00 PM,10.357,0.0,,,,,
335,06/12/21 11:30:00 PM,10.259,0.0,,,,,
336,06/12/21 11:45:00 PM,10.161,0.0,,,,,
337,06/13/21 12:00:00 AM,10.063,0.0,,,,,
338,06/13/21 12:15:00 AM,10.063,0.0,,,,,
339,06/13/21 12:30:00 AM,10.161,0.0,,,,,
340,06/13/21 12:45:00 AM,10.259,0.0,,,,,
341,06/13/21 01:00:00 AM,10.259,0.0,,,,,
342,06/13/21 01:15:00 AM,10.259,0.0,,,,,
343,06/13/21 01:30:00 AM,10.259,0.0,,,,,
344,06/13/21 01:45:00 AM,10.455,0.0,,,,,
345,06/13/21 02:00:00 AM,10.553,0.0,,,,,
346,06/13/21 02:15:00 AM,10.651,0.0,,,,,
347,06/13/21 02:30:00 AM,10.651,0.0,,,,,
348,06/13/21 02:45:00 AM,10.553,0.0,,,,,
349,06/13/21 03:00:00 AM,10.455,0.0,,,,,
350,06/13/21 03:15:00 AM,10.553,0.0,,,,,
351,06/13/21 03:30:00 AM,10.553,0.0,,,,,
352,06/13/21 03:45:00 AM,10.553,0.0,,,,,
353,06/13/21 04:00:00 AM,10.553,0.0,,,,,
354,06/13/21 04:15:00 AM,10.455,0.0,,,,,
355,06/13/21 04:30:00 AM,10.553,0.0,,,,,
356,06/13/21 04:45:00 AM,10.553,0.0,,,,,
357,06/13/21 05:00:00 AM,10.553,2.0,,,,,
358,06/13/21 05:15:00 AM,10.455,7.0,,,,,
359,06/13/21 05:30:00 AM,10.455,12.0,,,,,
360,06/13/21 05:45:00 AM,10.455,17.0,,,,,
361,06/13/21 06:00:00 AM,10.455,21.0,,,,,
362,06/13/21 06:15:00 AM,10.455,25.0,,,,,
363,06/13/21 06:30:00 AM,10.455,29.0,,,,,
364,06/13/21 06:45:00 AM,10.455,40.0,,,,,
365,06/13/21 07:00:00 AM,10.357,46.0,,,,,
366,06/13/21 07:15:00 AM,10.357,43.0,,,,,
367,06/13/21 07:30:00 AM,10.357,45.0,,,,,
368,06/13/21 07:45:00 AM,10.357,95.0,,,,,
369,06/13/21 08:00:00 AM,10.357,100.0,,,,,
370,06/13/21 08:15:00 AM,10.357,72.0,,,,,
371,06/13/21 08:30:00 AM,10.357,65.0,,,,,
372,06/13/21 08:45:00 AM,10.357,110.0,,,,,
373,06/13/21 09:00:00 AM,10.357,77.0,,,,,
374,06/13/21 09:15:00 AM,10.357,90.0,,,,,
375,06/13/21 09:30:00 AM,10.553,108.0,,,,,
376,06/13/21 09:45:00 AM,10.553,58.0,,,,,
377,06/13/21 10:00:00 AM,10.651,160.0,,,,,
378,06/13/21 10:15:00 AM,10.553,168.0,,,,,
379,06/13/21 10:30:00 AM,10.357,200.0,,,,,
380,06/13/21 10:45:00 AM,10.357,200.0,,,,,
381,06/13/21 11:00:00 AM,10.455,224.0,,,,,
382,06/13/21 11:15:00 AM,10.357,336.0,,,,,
383,06/13/21 11:30:00 AM,10.357,248.0,,,,,
384,06/13/21 11:45:00 AM,10.357,272.0,,,,,
385,06/13/21 12:00:00 PM,10.259,352.0,,,,,
386,06/13/21 12:15:00 PM,10.259,336.0,,,,,
387,06/13/21 12:30:00 PM,10.259,288.0,,,,,
388,06/13/21 12:45:00 PM,10.259,496.0,,,,,
389,06/13/21 01:00:00 PM,10.259,384.0,,,,,
390,06/13/21 01:15:00 PM,10.259,144.0,,,,,
391,06/13/21 01:30:00 PM,10.259,248.0,,,,,
392,06/13/21 01:45:00 PM,10.259,256.0,,,,,
393,06/13/21 02:00:00 PM,10.357,288.0,,,,,
394,06/13/21 02:15:00 PM,10.553,304.0,,,,,
395,06/13/21 02:30:00 PM,10.846,416.0,,,,,
396,06/13/21 02:45:00 PM,11.139,320.0,,,,,
397,06/13/21 03:00:00 PM,11.236,256.0,,,,,
398,06/13/21 03:15:00 PM,11.236,272.0,,,,,
399,06/13/21 03:30:00 PM,10.944,336.0,,,,,
400,06/13/21 03:45:00 PM,10.553,240.0,,,,,
401,06/13/21 04:00:00 PM,10.357,432.0,,,,,
402,06/13/21 04:15:00 PM,9.965,368.0,,,,,
403,06/13/21 04:30:00 PM,9.768,208.0,,,,,
404,06/13/21 04:45:00 PM,9.768,256.0,,,,,
405,06/13/21 05:00:00 PM,9.965,288.0,,,,,
406,06/13/21 05:15:00 PM,10.161,200.0,,,,,
407,06/13/21 05:30:00 PM,10.357,107.0,,,,,
408,06/13/21 05:45:00 PM,10.455,184.0,,,,,
409,06/13/21 06:00:00 PM,10.357,42.0,,,,,
410,06/13/21 06:15:00 PM,10.455,91.0,,,,,
411,06/13/21 06:30:00 PM,10.553,5.0,,,,,
412,06/13/21 06:45:00 PM,10.748,4.0,,,,,
413,06/13/21 07:00:00 PM,10.651,0.0,,,,,
414,06/13/21 07:15:00 PM,10.553,1.0,,,,,
415,06/13/21 07:30:00 PM,10.455,0.0,,,,,
416,06/13/21 07:45:00 PM,10.455,4.0,,,,,
417,06/13/21 08:00:00 PM,10.455,5.0,,,,,
418,06/13/21 08:15:00 PM,10.455,1.0,,,,,
419,06/13/21 08:30:00 PM,10.455,0.0,,,,,
420,06/13/21 08:45:00 PM,10.357,0.0,,,,,
421,06/13/21 09:00:00 PM,10.357,0.0,,,,,
422,06/13/21 09:15:00 PM,10.455,0.0,,,,,
423,06/13/21 09:30:00 PM,10.455,0.0,,,,,
424,06/13/21 09:45:00 PM,10.357,0.0,,,,,
425,06/13/21 10:00:00 PM,10.357,0.0,,,,,
426,06/13/21 10:15:00 PM,10.553,0.0,,,,,
427,06/13/21 10:30:00 PM,10.748,0.0,,,,,
428,06/13/21 10:45:00 PM,10.748,0.0,,,,,
429,06/13/21 11:00:00 PM,10.553,0.0,,,,,
430,06/13/21 11:15:00 PM,10.455,0.0,,,,,
431,06/13/21 11:30:00 PM,10.357,0.0,,,,,
432,06/13/21 11:45:00 PM,10.063,0.0,,,,,
433,06/14/21 12:00:00 AM,9.866,0.0,,,,,
434,06/14/21 12:15:00 AM,9.866,0.0,,,,,
435,06/14/21 12:30:00 AM,9.768,0.0,,,,,
436,06/14/21 12:45:00 AM,9.768,0.0,,,,,
437,06/14/21 01:00:00 AM,9.866,0.0,,,,,
438,06/14/21 01:15:00 AM,9.669,0.0,,,,,
439,06/14/21 01:30:00 AM,9.669,0.0,,,,,
440,06/14/21 01:45:00 AM,9.768,0.0,,,,,
441,06/14/21 02:00:00 AM,9.965,0.0,,,,,
442,06/14/21 02:15:00 AM,10.063,0.0,,,,,
443,06/14/21 02:30:00 AM,10.161,0.0,,,,,
444,06/14/21 02:45:00 AM,10.357,0.0,,,,,
445,06/14/21 03:00:00 AM,10.455,0.0,,,,,
446,06/14/21 03:15:00 AM,10.357,0.0,,,,,
447,06/14/21 03:30:00 AM,10.259,0.0,,,,,
448,06/14/21 03:45:00 AM,9.866,0.0,,,,,
449,06/14/21 04:00:00 AM,9.866,0.0,,,,,
450,06/14/21 04:15:00 AM,9.866,0.0,,,,,
451,06/14/21 04:30:00 AM,10.063,0.0,,,,,
452,06/14/21 04:45:00 AM,10.161,0.0,,,,,
453,06/14/21 05:00:00 AM,10.259,0.0,,,,,
454,06/14/21 05:15:00 AM,10.259,0.0,,,,,
455,06/14/21 05:30:00 AM,10.259,0.0,,,,,
456,06/14/21 05:45:00 AM,10.259,5.0,,,,,
457,06/14/21 06:00:00 AM,10.259,0.0,,,,,
458,06/14/21 06:15:00 AM,10.455,0.0,,,,,
459,06/14/21 06:30:00 AM,10.455,5.0,,,,,
